STATISTIC,Statistic Label,TLIST(A1),Year,C03935V04687,Mode of Transport,C01198V01436,Weeks of the year,VALUE
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",47,Week 47,573025
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",48,Week 48,545762
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",49,Week 49,478897
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",50,Week 50,586228
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",51,Week 51,396284
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",52,Week 52,289588
THA24C01,Passenger Journeys,2021,2021,20,"Bus, excluding Dublin Metro",53,Week 53,
THA24C01,Passenger Journeys,2021,2021,30,Rail,1,Week 01,107227
THA24C01,Passenger Journeys,2021,2021,30,Rail,2,Week 02,90529
THA24C01,Passenger Journeys,2021,2021,30,Rail,3,Week 03,93456
THA24C01,Passenger Journeys,2021,2021,30,Rail,4,Week 04,93322
THA24C01,Passenger Journeys,2021,2021,30,Rail,5,Week 05,105426
THA24C01,Passenger Journeys,2021,2021,30,Rail,6,Week 06,96338
THA24C01,Passenger Journeys,2021,2021,30,Rail,7,Week 07,114588
THA24C01,Passenger Journeys,2021,2021,30,Rail,8,Week 08,127685
THA24C01,Passenger Journeys,2021,2021,30,Rail,9,Week 09,142782
THA24C01,Passenger Journeys,2021,2021,30,Rail,10,Week 10,134132
THA24C01,Passenger Journeys,2021,2021,30,Rail,11,Week 11,144852
THA24C01,Passenger Journeys,2021,2021,30,Rail,12,Week 12,149153
THA24C01,Passenger Journeys,2021,2021,30,Rail,13,Week 13,172949
THA24C01,Passenger Journeys,2021,2021,30,Rail,14,Week 14,144048
THA24C01,Passenger Journeys,2021,2021,30,Rail,15,Week 15,225466
THA24C01,Passenger Journeys,2021,2021,30,Rail,16,Week 16,264009
THA24C01,Passenger Journeys,2021,2021,30,Rail,17,Week 17,225261
THA24C01,Passenger Journeys,2021,2021,30,Rail,18,Week 18,216234
THA24C01,Passenger Journeys,2021,2021,30,Rail,19,Week 19,269055
THA24C01,Passenger Journeys,2021,2021,30,Rail,20,Week 20,274137
THA24C01,Passenger Journeys,2021,2021,30,Rail,21,Week 21,366784
THA24C01,Passenger Journeys,2021,2021,30,Rail,22,Week 22,393257
THA24C01,Passenger Journeys,2021,2021,30,Rail,23,Week 23,377568
THA24C01,Passenger Journeys,2021,2021,30,Rail,24,Week 24,371228
THA24C01,Passenger Journeys,2021,2021,30,Rail,25,Week 25,368609
THA24C01,Passenger Journeys,2021,2021,30,Rail,26,Week 26,399131
THA24C01,Passenger Journeys,2021,2021,30,Rail,27,Week 27,359807
THA24C01,Passenger Journeys,2021,2021,30,Rail,28,Week 28,455660
THA24C01,Passenger Journeys,2021,2021,30,Rail,29,Week 29,466402
THA24C01,Passenger Journeys,2021,2021,30,Rail,30,Week 30,387647
THA24C01,Passenger Journeys,2021,2021,30,Rail,31,Week 31,386299
THA24C01,Passenger Journeys,2021,2021,30,Rail,32,Week 32,402833
THA24C01,Passenger Journeys,2021,2021,30,Rail,33,Week 33,396685
THA24C01,Passenger Journeys,2021,2021,30,Rail,34,Week 34,475258
THA24C01,Passenger Journeys,2021,2021,30,Rail,35,Week 35,445064
THA24C01,Passenger Journeys,2021,2021,30,Rail,36,Week 36,454290
THA24C01,Passenger Journeys,2021,2021,30,Rail,37,Week 37,430036
THA24C01,Passenger Journeys,2021,2021,30,Rail,38,Week 38,481469
THA24C01,Passenger Journeys,2021,2021,30,Rail,39,Week 39,516121
THA24C01,Passenger Journeys,2021,2021,30,Rail,40,Week 40,523639
THA24C01,Passenger Journeys,2021,2021,30,Rail,41,Week 41,524870
THA24C01,Passenger Journeys,2021,2021,30,Rail,42,Week 42,462006
THA24C01,Passenger Journeys,2021,2021,30,Rail,43,Week 43,440154
THA24C01,Passenger Journeys,2021,2021,30,Rail,44,Week 44,569327
THA24C01,Passenger Journeys,2021,2021,30,Rail,45,Week 45,570080
THA24C01,Passenger Journeys,2021,2021,30,Rail,46,Week 46,509671
THA24C01,Passenger Journeys,2021,2021,30,Rail,47,Week 47,465963
THA24C01,Passenger Journeys,2021,2021,30,Rail,48,Week 48,465590
THA24C01,Passenger Journeys,2021,2021,30,Rail,49,Week 49,417041
THA24C01,Passenger Journeys,2021,2021,30,Rail,50,Week 50,477149
THA24C01,Passenger Journeys,2021,2021,30,Rail,51,Week 51,278965
THA24C01,Passenger Journeys,2021,2021,30,Rail,52,Week 52,243709
THA24C01,Passenger Journeys,2021,2021,30,Rail,53,Week 53,
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",1,Week 01,1039290
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",2,Week 02,1009862
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",3,Week 03,1009170
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",4,Week 04,1025401
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",5,Week 05,1098464
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",6,Week 06,1070818
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",7,Week 07,1175040
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",8,Week 08,1230680
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",9,Week 09,1330175
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",10,Week 10,1318491
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",11,Week 11,1354709
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",12,Week 12,1424746
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",13,Week 13,1440498
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",14,Week 14,1294761
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",15,Week 15,1709088
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",16,Week 16,1818478
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",17,Week 17,1765624
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",18,Week 18,1599881
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",19,Week 19,1983801
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",20,Week 20,2136594
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",21,Week 21,2347824
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",22,Week 22,2359340
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",23,Week 23,2316503
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",24,Week 24,2441224
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",25,Week 25,2423476
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",26,Week 26,2432684
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",27,Week 27,2360325
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",28,Week 28,2545306
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",29,Week 29,2561063
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",30,Week 30,2432424
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",31,Week 31,2306444
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",32,Week 32,2496868
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",33,Week 33,2511576
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",34,Week 34,2747138
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",35,Week 35,2801552
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",36,Week 36,2901167
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",37,Week 37,2971358
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",38,Week 38,3194001
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",39,Week 39,3321597
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",40,Week 40,3372318
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",41,Week 41,3386179
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",42,Week 42,3332179
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",43,Week 43,2757221
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",44,Week 44,3397163
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",45,Week 45,3421352
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",46,Week 46,3326874
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",47,Week 47,3198288
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",48,Week 48,3138144
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",49,Week 49,2806513
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",50,Week 50,3236799
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",51,Week 51,2171645
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",52,Week 52,1632579
THA24C01,Passenger Journeys,2021,2021,40,"All public transport, excluding LUAS",53,Week 53,
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,1,Week 01,1406243
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,2,Week 02,1779235
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,3,Week 03,1966074
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,4,Week 04,2109953
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,5,Week 05,2180251
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,6,Week 06,2222594
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,7,Week 07,2145226
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,8,Week 08,2104859
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,9,Week 09,2393755
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,10,Week 10,2300757
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,11,Week 11,2121172
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,12,Week 12,2432024
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,13,Week 13,2371286
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,14,Week 14,2450481
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,15,Week 15,2266854
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,16,Week 16,2229079
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,17,Week 17,2471590
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,18,Week 18,2335362
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,19,Week 19,2267822
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,20,Week 20,2454491
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,21,Week 21,2449292
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,22,Week 22,2461534
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,23,Week 23,2417295
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,24,Week 24,2297192
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,25,Week 25,2458431
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,26,Week 26,2456029
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,27,Week 27,2455447
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,28,Week 28,2463379
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,29,Week 29,2437677
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,30,Week 30,2428637
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,31,Week 31,2391497
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,32,Week 32,2569142
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,33,Week 33,2555241
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,34,Week 34,2614443
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,35,Week 35,2694493
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,36,Week 36,2770458
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,37,Week 37,2991127
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,38,Week 38,3026029
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,39,Week 39,3092163
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,40,Week 40,3132650
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,41,Week 41,3130260
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,42,Week 42,3096053
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,43,Week 43,3157869
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,44,Week 44,2723592
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,45,Week 45,3157496
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,46,Week 46,3192643
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,47,Week 47,3114790
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,48,Week 48,3147713
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,49,Week 49,3073856
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,50,Week 50,3050335
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,51,Week 51,2741688
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,52,Week 52,2840848
THA24C01,Passenger Journeys,2022,2022,10,Dublin Metro Bus,53,Week 53,
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",1,Week 01,365503
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",2,Week 02,475432
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",3,Week 03,519750
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",4,Week 04,550396
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",5,Week 05,562335
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",6,Week 06,582446
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",7,Week 07,527018
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",8,Week 08,543279
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",9,Week 09,612819
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",10,Week 10,572414
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",11,Week 11,540807
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",12,Week 12,608648
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",13,Week 13,591604
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",14,Week 14,616574
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",15,Week 15,556672
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",16,Week 16,570284
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",17,Week 17,666915
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",18,Week 18,645649
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",19,Week 19,681036
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",20,Week 20,668361
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",21,Week 21,671051
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",22,Week 22,675775
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",23,Week 23,628508
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",24,Week 24,689753
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",25,Week 25,672758
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",26,Week 26,641014
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",27,Week 27,688352
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",28,Week 28,693305
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",29,Week 29,668149
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",30,Week 30,654034
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",31,Week 31,599663
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",32,Week 32,700075
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",33,Week 33,687677
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",34,Week 34,719994
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",35,Week 35,703280
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",36,Week 36,746245
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",37,Week 37,823471
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",38,Week 38,849445
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",39,Week 39,885387
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",40,Week 40,896210
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",41,Week 41,885730
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",42,Week 42,866776
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",43,Week 43,891987
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",44,Week 44,736242
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",45,Week 45,864536
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",46,Week 46,891579
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",47,Week 47,871810
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",48,Week 48,852232
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",49,Week 49,840769
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",50,Week 50,800708
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",51,Week 51,662302
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",52,Week 52,478378
THA24C01,Passenger Journeys,2022,2022,20,"Bus, excluding Dublin Metro",53,Week 53,
THA24C01,Passenger Journeys,2022,2022,30,Rail,1,Week 01,288051
THA24C01,Passenger Journeys,2022,2022,30,Rail,2,Week 02,357666
THA24C01,Passenger Journeys,2022,2022,30,Rail,3,Week 03,399947
THA24C01,Passenger Journeys,2022,2022,30,Rail,4,Week 04,453379
THA24C01,Passenger Journeys,2022,2022,30,Rail,5,Week 05,524640
THA24C01,Passenger Journeys,2022,2022,30,Rail,6,Week 06,477140
THA24C01,Passenger Journeys,2022,2022,30,Rail,7,Week 07,471325
THA24C01,Passenger Journeys,2022,2022,30,Rail,8,Week 08,533442
THA24C01,Passenger Journeys,2022,2022,30,Rail,9,Week 09,589825
THA24C01,Passenger Journeys,2022,2022,30,Rail,10,Week 10,507442
THA24C01,Passenger Journeys,2022,2022,30,Rail,11,Week 11,580364
THA24C01,Passenger Journeys,2022,2022,30,Rail,12,Week 12,598637
THA24C01,Passenger Journeys,2022,2022,30,Rail,13,Week 13,602411
THA24C01,Passenger Journeys,2022,2022,30,Rail,14,Week 14,581420
THA24C01,Passenger Journeys,2022,2022,30,Rail,15,Week 15,557169
THA24C01,Passenger Journeys,2022,2022,30,Rail,16,Week 16,590864
THA24C01,Passenger Journeys,2022,2022,30,Rail,17,Week 17,599078
THA24C01,Passenger Journeys,2022,2022,30,Rail,18,Week 18,633863
THA24C01,Passenger Journeys,2022,2022,30,Rail,19,Week 19,672546
THA24C01,Passenger Journeys,2022,2022,30,Rail,20,Week 20,650548
THA24C01,Passenger Journeys,2022,2022,30,Rail,21,Week 21,663418
THA24C01,Passenger Journeys,2022,2022,30,Rail,22,Week 22,700921
THA24C01,Passenger Journeys,2022,2022,30,Rail,23,Week 23,646250
THA24C01,Passenger Journeys,2022,2022,30,Rail,24,Week 24,718874
THA24C01,Passenger Journeys,2022,2022,30,Rail,25,Week 25,777823
THA24C01,Passenger Journeys,2022,2022,30,Rail,26,Week 26,723963
THA24C01,Passenger Journeys,2022,2022,30,Rail,27,Week 27,768799
THA24C01,Passenger Journeys,2022,2022,30,Rail,28,Week 28,788475
THA24C01,Passenger Journeys,2022,2022,30,Rail,29,Week 29,780426
THA24C01,Passenger Journeys,2022,2022,30,Rail,30,Week 30,694529
THA24C01,Passenger Journeys,2022,2022,30,Rail,31,Week 31,695776
THA24C01,Passenger Journeys,2022,2022,30,Rail,32,Week 32,776829
THA24C01,Passenger Journeys,2022,2022,30,Rail,33,Week 33,708368
THA24C01,Passenger Journeys,2022,2022,30,Rail,34,Week 34,753379
THA24C01,Passenger Journeys,2022,2022,30,Rail,35,Week 35,674115
THA24C01,Passenger Journeys,2022,2022,30,Rail,36,Week 36,735395
THA24C01,Passenger Journeys,2022,2022,30,Rail,37,Week 37,781714
THA24C01,Passenger Journeys,2022,2022,30,Rail,38,Week 38,777177
THA24C01,Passenger Journeys,2022,2022,30,Rail,39,Week 39,841960
THA24C01,Passenger Journeys,2022,2022,30,Rail,40,Week 40,841573
THA24C01,Passenger Journeys,2022,2022,30,Rail,41,Week 41,814269
THA24C01,Passenger Journeys,2022,2022,30,Rail,42,Week 42,824247
THA24C01,Passenger Journeys,2022,2022,30,Rail,43,Week 43,799752
THA24C01,Passenger Journeys,2022,2022,30,Rail,44,Week 44,767786
THA24C01,Passenger Journeys,2022,2022,30,Rail,45,Week 45,860900
THA24C01,Passenger Journeys,2022,2022,30,Rail,46,Week 46,863826
THA24C01,Passenger Journeys,2022,2022,30,Rail,47,Week 47,810472
THA24C01,Passenger Journeys,2022,2022,30,Rail,48,Week 48,810146
THA24C01,Passenger Journeys,2022,2022,30,Rail,49,Week 49,831900
THA24C01,Passenger Journeys,2022,2022,30,Rail,50,Week 50,805056
THA24C01,Passenger Journeys,2022,2022,30,Rail,51,Week 51,619257
THA24C01,Passenger Journeys,2022,2022,30,Rail,52,Week 52,410985
THA24C01,Passenger Journeys,2022,2022,30,Rail,53,Week 53,
