STATISTIC,Statistic Label,TLIST(A1),Year,C03935V04687,Mode of Transport,C01198V01436,Weeks of the year,VALUE
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",1,Week 01,2059797
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",2,Week 02,2612333
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",3,Week 03,2885771
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",4,Week 04,3113728
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",5,Week 05,3267226
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",6,Week 06,3282180
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",7,Week 07,3143569
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",8,Week 08,3181580
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",9,Week 09,3596399
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",10,Week 10,3380613
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",11,Week 11,3242343
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",12,Week 12,3639309
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",13,Week 13,3565301
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",14,Week 14,3648475
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",15,Week 15,3380695
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",16,Week 16,3390227
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",17,Week 17,3737583
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",18,Week 18,3614874
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",19,Week 19,3621404
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",20,Week 20,3773400
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",21,Week 21,3783761
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",22,Week 22,3838230
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",23,Week 23,3692053
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",24,Week 24,3705819
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",25,Week 25,3909012
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",26,Week 26,3821006
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",27,Week 27,3912598
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",28,Week 28,3945159
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",29,Week 29,3886252
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",30,Week 30,3777200
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",31,Week 31,3686936
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",32,Week 32,4046046
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",33,Week 33,3951286
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",34,Week 34,4087816
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",35,Week 35,4071888
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",36,Week 36,4252098
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",37,Week 37,4596312
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",38,Week 38,4652651
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",39,Week 39,4819510
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",40,Week 40,4870433
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",41,Week 41,4830259
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",42,Week 42,4787076
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",43,Week 43,4849608
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",44,Week 44,4227620
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",45,Week 45,4882932
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",46,Week 46,4948048
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",47,Week 47,4797072
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",48,Week 48,4810091
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",49,Week 49,4746525
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",50,Week 50,4656099
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",51,Week 51,4023247
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",52,Week 52,3730211
THA24C01,Passenger Journeys,2022,2022,40,"All public transport, excluding LUAS",53,Week 53,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,1,Week 01,2325239
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,2,Week 02,2791337
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,3,Week 03,2948010
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,4,Week 04,3166957
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,5,Week 05,3157789
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,6,Week 06,2957697
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,7,Week 07,3095444
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,8,Week 08,3232516
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,9,Week 09,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,10,Week 10,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,11,Week 11,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,12,Week 12,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,13,Week 13,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,14,Week 14,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,15,Week 15,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,16,Week 16,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,17,Week 17,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,18,Week 18,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,19,Week 19,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,20,Week 20,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,21,Week 21,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,22,Week 22,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,23,Week 23,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,24,Week 24,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,25,Week 25,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,26,Week 26,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,27,Week 27,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,28,Week 28,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,29,Week 29,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,30,Week 30,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,31,Week 31,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,32,Week 32,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,33,Week 33,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,34,Week 34,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,35,Week 35,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,36,Week 36,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,37,Week 37,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,38,Week 38,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,39,Week 39,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,40,Week 40,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,41,Week 41,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,42,Week 42,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,43,Week 43,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,44,Week 44,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,45,Week 45,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,46,Week 46,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,47,Week 47,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,48,Week 48,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,49,Week 49,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,50,Week 50,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,51,Week 51,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,52,Week 52,
THA24C01,Passenger Journeys,2023,2023,10,Dublin Metro Bus,53,Week 53,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",1,Week 01,614352
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",2,Week 02,742138
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",3,Week 03,791800
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",4,Week 04,858179
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",5,Week 05,867139
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",6,Week 06,803293
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",7,Week 07,882482
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",8,Week 08,885217
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",9,Week 09,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",10,Week 10,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",11,Week 11,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",12,Week 12,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",13,Week 13,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",14,Week 14,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",15,Week 15,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",16,Week 16,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",17,Week 17,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",18,Week 18,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",19,Week 19,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",20,Week 20,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",21,Week 21,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",22,Week 22,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",23,Week 23,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",24,Week 24,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",25,Week 25,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",26,Week 26,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",27,Week 27,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",28,Week 28,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",29,Week 29,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",30,Week 30,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",31,Week 31,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",32,Week 32,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",33,Week 33,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",34,Week 34,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",35,Week 35,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",36,Week 36,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",37,Week 37,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",38,Week 38,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",39,Week 39,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",40,Week 40,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",41,Week 41,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",42,Week 42,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",43,Week 43,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",44,Week 44,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",45,Week 45,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",46,Week 46,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",47,Week 47,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",48,Week 48,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",49,Week 49,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",50,Week 50,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",51,Week 51,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",52,Week 52,
THA24C01,Passenger Journeys,2023,2023,20,"Bus, excluding Dublin Metro",53,Week 53,
THA24C01,Passenger Journeys,2023,2023,30,Rail,1,Week 01,593351
THA24C01,Passenger Journeys,2023,2023,30,Rail,2,Week 02,693509
THA24C01,Passenger Journeys,2023,2023,30,Rail,3,Week 03,737213
THA24C01,Passenger Journeys,2023,2023,30,Rail,4,Week 04,803814
THA24C01,Passenger Journeys,2023,2023,30,Rail,5,Week 05,843766
THA24C01,Passenger Journeys,2023,2023,30,Rail,6,Week 06,783829
THA24C01,Passenger Journeys,2023,2023,30,Rail,7,Week 07,825296
THA24C01,Passenger Journeys,2023,2023,30,Rail,8,Week 08,843175
THA24C01,Passenger Journeys,2023,2023,30,Rail,9,Week 09,
THA24C01,Passenger Journeys,2023,2023,30,Rail,10,Week 10,
THA24C01,Passenger Journeys,2023,2023,30,Rail,11,Week 11,
THA24C01,Passenger Journeys,2023,2023,30,Rail,12,Week 12,
THA24C01,Passenger Journeys,2023,2023,30,Rail,13,Week 13,
THA24C01,Passenger Journeys,2023,2023,30,Rail,14,Week 14,
THA24C01,Passenger Journeys,2023,2023,30,Rail,15,Week 15,
THA24C01,Passenger Journeys,2023,2023,30,Rail,16,Week 16,
THA24C01,Passenger Journeys,2023,2023,30,Rail,17,Week 17,
THA24C01,Passenger Journeys,2023,2023,30,Rail,18,Week 18,
THA24C01,Passenger Journeys,2023,2023,30,Rail,19,Week 19,
THA24C01,Passenger Journeys,2023,2023,30,Rail,20,Week 20,
THA24C01,Passenger Journeys,2023,2023,30,Rail,21,Week 21,
THA24C01,Passenger Journeys,2023,2023,30,Rail,22,Week 22,
THA24C01,Passenger Journeys,2023,2023,30,Rail,23,Week 23,
THA24C01,Passenger Journeys,2023,2023,30,Rail,24,Week 24,
THA24C01,Passenger Journeys,2023,2023,30,Rail,25,Week 25,
THA24C01,Passenger Journeys,2023,2023,30,Rail,26,Week 26,
THA24C01,Passenger Journeys,2023,2023,30,Rail,27,Week 27,
THA24C01,Passenger Journeys,2023,2023,30,Rail,28,Week 28,
THA24C01,Passenger Journeys,2023,2023,30,Rail,29,Week 29,
THA24C01,Passenger Journeys,2023,2023,30,Rail,30,Week 30,
THA24C01,Passenger Journeys,2023,2023,30,Rail,31,Week 31,
THA24C01,Passenger Journeys,2023,2023,30,Rail,32,Week 32,
THA24C01,Passenger Journeys,2023,2023,30,Rail,33,Week 33,
THA24C01,Passenger Journeys,2023,2023,30,Rail,34,Week 34,
THA24C01,Passenger Journeys,2023,2023,30,Rail,35,Week 35,
THA24C01,Passenger Journeys,2023,2023,30,Rail,36,Week 36,
THA24C01,Passenger Journeys,2023,2023,30,Rail,37,Week 37,
THA24C01,Passenger Journeys,2023,2023,30,Rail,38,Week 38,
THA24C01,Passenger Journeys,2023,2023,30,Rail,39,Week 39,
THA24C01,Passenger Journeys,2023,2023,30,Rail,40,Week 40,
THA24C01,Passenger Journeys,2023,2023,30,Rail,41,Week 41,
THA24C01,Passenger Journeys,2023,2023,30,Rail,42,Week 42,
THA24C01,Passenger Journeys,2023,2023,30,Rail,43,Week 43,
THA24C01,Passenger Journeys,2023,2023,30,Rail,44,Week 44,
THA24C01,Passenger Journeys,2023,2023,30,Rail,45,Week 45,
THA24C01,Passenger Journeys,2023,2023,30,Rail,46,Week 46,
THA24C01,Passenger Journeys,2023,2023,30,Rail,47,Week 47,
THA24C01,Passenger Journeys,2023,2023,30,Rail,48,Week 48,
THA24C01,Passenger Journeys,2023,2023,30,Rail,49,Week 49,
THA24C01,Passenger Journeys,2023,2023,30,Rail,50,Week 50,
THA24C01,Passenger Journeys,2023,2023,30,Rail,51,Week 51,
THA24C01,Passenger Journeys,2023,2023,30,Rail,52,Week 52,
THA24C01,Passenger Journeys,2023,2023,30,Rail,53,Week 53,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",1,Week 01,3532942
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",2,Week 02,4226984
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",3,Week 03,4477023
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",4,Week 04,4828950
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",5,Week 05,4868694
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",6,Week 06,4544819
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",7,Week 07,4803222
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",8,Week 08,4960908
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",9,Week 09,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",10,Week 10,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",11,Week 11,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",12,Week 12,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",13,Week 13,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",14,Week 14,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",15,Week 15,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",16,Week 16,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",17,Week 17,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",18,Week 18,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",19,Week 19,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",20,Week 20,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",21,Week 21,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",22,Week 22,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",23,Week 23,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",24,Week 24,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",25,Week 25,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",26,Week 26,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",27,Week 27,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",28,Week 28,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",29,Week 29,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",30,Week 30,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",31,Week 31,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",32,Week 32,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",33,Week 33,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",34,Week 34,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",35,Week 35,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",36,Week 36,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",37,Week 37,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",38,Week 38,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",39,Week 39,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",40,Week 40,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",41,Week 41,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",42,Week 42,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",43,Week 43,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",44,Week 44,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",45,Week 45,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",46,Week 46,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",47,Week 47,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",48,Week 48,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",49,Week 49,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",50,Week 50,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",51,Week 51,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",52,Week 52,
THA24C01,Passenger Journeys,2023,2023,40,"All public transport, excluding LUAS",53,Week 53,
